SHOT_RESULT,GAME_ID,MATCHUP,LOCATION,W,FINAL_MARGIN,SHOT_NUMBER,PERIOD,GAME_CLOCK,SHOT_CLOCK,DRIBBLES,TOUCH_TIME,SHOT_DIST,PTS_TYPE,CLOSEST_DEFENDER,CLOSEST_DEFENDER_PLAYER_ID,CLOSE_DEF_DIST,player_name,player_id
missed,21400830,"FEB 23, 2015 - MIA vs. PHI",H,W,11,10,3,249,16.7,0,2.1,24.0,3,"Smith, Ish",202397,6.8,luol deng,2736
missed,21400611,"JAN 19, 2015 - MIN @ CHA",A,L,-25,6,2,258,6.4,2,3.3,4.9,2,"Kidd-Gilchrist, Michael",203077,2.7,andrew wiggins,203952
missed,21400740,"FEB 04, 2015 - MEM @ UTA",A,W,10,9,3,279,19.1,0,0.5,4.7,2,"Gobert, Rudy",203497,4.2,zach randolph,2216
made,21400131,"NOV 14, 2014 - SAS @ LAL",A,W,13,5,2,517,15.7,1,3.4,11.0,2,"Kelly, Ryan",203527,4.0,kawhi leonard,202695
missed,21400327,"DEC 11, 2014 - HOU @ SAC",A,W,4,6,2,166,13.4,1,2.1,7.0,2,"Gay, Rudy",200752,1.3,jason terry,1891
missed,21400499,"JAN 03, 2015 - WAS @ SAS",A,L,-9,4,2,695,17.0,2,2.4,16.4,2,"Splitter, Tiago",201168,2.4,rasual butler,2446
missed,21400430,"DEC 25, 2014 - CHI vs. LAL",H,W,20,1,1,618,12.3,0,2.3,6.6,2,"Johnson, Wesley",202325,2.3,jimmy butler,202710
missed,21400387,"DEC 19, 2014 - DET vs. TOR",H,L,-10,7,3,316,24.0,0,0.1,3.0,2,"Johnson, James",201949,1.8,andre drummond,203083
made,21400818,"FEB 21, 2015 - CHI vs. PHX",H,W,5,8,3,702,6.3,1,4.6,4.9,2,"Morris, Markieff",202693,1.6,pau gasol,2200
made,21400834,"FEB 23, 2015 - DEN vs. BKN",H,L,-28,4,3,607,12.8,0,1.0,24.3,3,"Anderson, Alan",101187,4.1,danilo gallinai,201568
missed,21400554,"JAN 10, 2015 - MIL @ CHI",A,L,-8,1,1,372,15.0,0,0.7,20.0,2,"Butler, Jimmy",202710,3.6,khris middleton,203114
missed,21400746,"FEB 06, 2015 - BKN vs. NYK",H,W,4,5,3,523,12.0,3,3.6,19.5,2,"Anthony, Carmelo",2546,2.7,jarrett jack,101127
made,21400759,"FEB 07, 2015 - BKN @ WAS",A,L,-37,13,3,211,13.5,0,0.5,7.0,2,"Humphries, Kris",2743,1.3,brook lopez,201572
missed,21400636,"JAN 21, 2015 - GSW vs. HOU",H,W,13,5,1,276,13.3,0,0.7,23.2,3,"Harden, James",201935,4.1,klay thompson,202691
missed,21400382,"DEC 18, 2014 - OKC @ GSW",A,L,-5,5,1,280,5.3,0,0.8,25.3,3,"Curry, Stephen",201939,12.9,russell westbrook,201566
made,21400878,"MAR 01, 2015 - LAL vs. OKC",H,L,-7,11,3,391,10.7,1,5.1,16.5,2,"Ibaka, Serge",201586,3.8,carlos boozer,2430
missed,21400885,"MAR 02, 2015 - PHI vs. TOR",H,L,-11,10,4,441,9.4,2,3.8,5.5,2,"Patterson, Patrick",202335,1.9,luc mbah a moute,201601
made,21400281,"DEC 05, 2014 - TOR vs. CLE",H,L,-14,6,3,52,20.5,1,1.3,4.3,2,"Waiters, Dion",203079,1.0,lou williams,101150
missed,21400118,"NOV 13, 2014 - MEM vs. SAC",H,W,1,10,3,171,8.6,2,2.8,8.4,2,"Landry, Carl",201171,3.1,marc gasol,201188
missed,21400179,"NOV 21, 2014 - WAS vs. CLE",H,W,13,4,1,526,12.4,1,2.8,10.4,2,"Love, Kevin",201567,3.3,nene hilario,2403
missed,21400390,"DEC 19, 2014 - POR @ SAS",A,W,10,24,6,158,11.2,2,3.2,5.3,2,"Duncan, Tim",1495,1.3,lamarcus aldridge,200746
missed,21400699,"JAN 30, 2015 - BKN vs. TOR",H,L,-5,2,1,593,4.3,0,0.8,20.1,2,"Johnson, Amir",101161,11.1,kevin garnett,708
made,21400879,"MAR 01, 2015 - SAC vs. POR",H,L,-11,10,4,308,14.6,2,3.5,14.9,2,"Aldridge, LaMarcus",200746,5.5,derrick williams,202682
made,21400083,"NOV 08, 2014 - IND vs. WAS",H,L,-7,2,1,372,3.7,3,4.2,20.6,2,"Temple, Garrett",202066,4.0,solomon hill,203524
missed,21400335,"DEC 12, 2014 - OKC @ MIN",A,W,19,1,1,212,15.1,3,4.5,5.5,2,"Dieng, Gorgui",203476,2.9,kendrick perkins,2570
made,21400272,"DEC 03, 2014 - LAC vs. ORL",H,W,28,4,1,523,16.8,0,0.9,21.7,3,"Fournier, Evan",203095,2.7,jj redick,200755
made,21400344,"DEC 13, 2014 - LAC @ MIL",A,L,-5,12,3,416,10.9,0,1.0,22.0,3,"Antetokounmpo, Giannis",203507,5.5,matt barnes,2440
made,21400616,"JAN 19, 2015 - DAL @ MEM",A,W,8,11,3,279,0.0,0,1.5,9.8,2,"Gasol, Marc",201188,6.8,chandler parsons,202718
missed,21400454,"DEC 28, 2014 - HOU @ SAS",A,L,-4,4,4,403,11.0,0,0.8,23.8,3,"Mills, Patty",201988,5.5,jason terry,1891
missed,21400038,"NOV 01, 2014 - GSW vs. LAL",H,W,23,3,1,48,24.0,0,0.6,2.4,2,"Hill, Jordan",201941,0.9,draymond green,203110
made,21400310,"DEC 09, 2014 - MEM vs. DAL",H,W,9,4,2,152,21.6,2,3.2,3.2,2,"Ellis, Monta",101145,3.3,tony allen,2754
made,21400059,"NOV 05, 2014 - BOS vs. TOR",H,L,-3,14,4,144,14.4,3,2.2,6.0,2,"Hayes, Charles",101236,1.3,jeff green,201145
made,21400278,"DEC 05, 2014 - DEN @ WAS",A,L,-30,6,3,142,17.3,9,7.6,4.4,2,"Butler, Rasual",2446,1.8,danilo gallinai,201568
missed,21400151,"NOV 17, 2014 - HOU @ MEM",A,L,-26,8,3,50,17.7,10,6.4,27.6,3,"Pondexter, Quincy",202347,5.3,james harden,201935
made,21400004,"OCT 29, 2014 - MIL @ CHA",A,L,-2,3,2,541,15.2,1,2.1,23.5,3,"Neal, Gary",202390,3.6,oj mayo,201564
missed,21400520,"JAN 06, 2015 - PHX @ MIL",A,W,6,3,1,340,22.2,0,1.0,25.0,3,"Middleton, Khris",203114,7.7,eric bledsoe,202339
made,21400291,"DEC 06, 2014 - MIN @ SAS",A,L,-22,8,4,224,14.4,0,1.1,18.5,2,"Ayres, Jeff",201965,6.2,anthony bennett,203461
made,21400678,"JAN 27, 2015 - MEM @ DAL",A,W,19,11,3,19,8.1,2,2.9,8.6,2,"Nowitzki, Dirk",1717,3.3,zach randolph,2216
made,21400895,"MAR 03, 2015 - MIL @ DEN",A,L,-11,4,2,622,10.3,0,0.8,20.5,2,"Arthur, Darrell",201589,9.8,giannis antetokounmpo,203507
missed,21400773,"FEB 08, 2015 - SAC vs. PHX",H,W,2,4,2,670,10.6,0,0.8,24.7,3,"Green, Gerald",101123,4.9,ben mclemore,203463
missed,21400597,"JAN 16, 2015 - LAL @ UTA",A,L,-9,1,1,672,7.0,0,0.2,1.9,2,"Favors, Derrick",202324,1.0,jordan hill,201941
made,21400175,"NOV 21, 2014 - TOR vs. MIL",H,W,42,6,3,617,21.9,3,2.6,20.4,2,"Middleton, Khris",203114,3.4,kyle lowry,200768
missed,21400215,"NOV 26, 2014 - ATL vs. TOR",H,L,-11,7,3,59,8.1,2,2.3,6.9,2,"Hayes, Charles",101236,2.2,paul millsap,200794
missed,21400196,"NOV 23, 2014 - GSW @ OKC",A,W,5,5,3,351,11.9,1,4.2,11.2,2,"Jackson, Reggie",202704,3.6,andre iguodala,2738
missed,21400746,"FEB 06, 2015 - NYK @ BKN",A,L,-4,6,2,94,0.8,2,1.9,13.2,2,"Jack, Jarrett",101127,3.1,jose calderon,101181
missed,21400907,"MAR 04, 2015 - MIL @ GSW",A,L,-9,13,4,53,18.9,1,1.9,21.8,2,"Iguodala, Andre",2738,6.7,giannis antetokounmpo,203507
made,21400365,"DEC 16, 2014 - GSW @ MEM",A,L,-7,9,2,112,15.9,9,8.6,23.8,3,"Conley, Mike",201144,2.1,klay thompson,202691
missed,21400159,"NOV 19, 2014 - SAS @ CLE",A,W,2,7,3,553,17.5,3,2.3,2.6,2,"Love, Kevin",201567,2.7,boris diaw,2564
made,21400561,"JAN 11, 2015 - CLE @ SAC",A,L,-19,6,1,36,12.0,0,1.1,27.0,3,"McCallum, Ray",203492,2.5,kyrie irving,202681
made,21400168,"NOV 19, 2014 - DEN vs. OKC",H,W,7,11,3,189,3.1,8,5.2,9.2,2,"Jackson, Reggie",202704,2.1,arron afflalo,201167
made,21400816,"FEB 21, 2015 - OKC @ CHA",A,W,7,14,4,321,7.1,0,0.7,19.5,2,"Williams, Mo",2590,6.2,serge ibaka,201586
missed,21400672,"JAN 26, 2015 - MIN @ OKC",A,L,-8,20,4,253,13.2,1,2.4,7.7,2,"Perkins, Kendrick",2570,1.5,thaddeus young,201152
made,21400341,"DEC 13, 2014 - CHA vs. BKN",H,L,-27,7,4,630,16.4,11,8.0,5.0,2,"Johnson, Joe",2207,1.8,michael kidd-gilchrist,203077
made,21400904,"MAR 04, 2015 - PHI @ OKC",A,L,-5,4,1,344,19.7,0,1.3,2.4,2,"Waiters, Dion",203079,4.8,luc mbah a moute,201601
missed,21400271,"DEC 03, 2014 - UTA vs. TOR",H,L,-19,9,3,625,6.1,0,1.0,16.4,2,"Valanciunas, Jonas",202685,7.3,derrick favors,202324
made,21400902,"MAR 04, 2015 - DEN @ MIN",A,W,15,1,1,536,18.4,5,6.4,4.6,2,"Garnett, Kevin",708,3.4,kenneth faried,202702
missed,21400123,"NOV 14, 2014 - ORL vs. MIL",H,W,16,5,2,176,8.6,2,1.9,7.6,2,"Dudley, Jared",201162,1.0,evan fournier,203095
missed,21400266,"DEC 03, 2014 - SAS @ BKN",A,L,-2,14,4,356,8.7,3,3.9,9.7,2,"Lopez, Brook",201572,2.5,tim duncan,1495
made,21400724,"FEB 02, 2015 - MIN @ DAL",A,L,-6,4,2,359,11.2,1,4.5,16.8,2,"Jefferson, Richard",2210,3.8,thaddeus young,201152
missed,21400291,"DEC 06, 2014 - MIN @ SAS",A,L,-22,10,4,60,12.5,0,1.0,19.3,2,"Ayres, Jeff",201965,5.7,anthony bennett,203461
missed,21400868,"FEB 27, 2015 - MIL @ LAL",A,L,-8,2,1,595,0.0,7,9.0,10.6,2,"Ellington, Wayne",201961,1.9,khris middleton,203114
made,21400145,"NOV 16, 2014 - GSW @ LAL",A,W,21,2,1,637,9.9,0,1.0,2.1,2,"Hill, Jordan",201941,3.0,andrew bogut,101106
missed,21400607,"JAN 17, 2015 - LAC @ SAC",A,W,9,10,3,549,8.3,2,6.3,6.4,2,"Thompson, Jason",201574,0.0,blake griffin,201933
made,21400194,"NOV 23, 2014 - POR @ BOS",A,W,6,12,2,181,6.6,4,4.2,8.3,2,"Bass, Brandon",101138,1.9,lamarcus aldridge,200746
made,21400236,"NOV 29, 2014 - NOP @ WAS",A,L,-3,4,1,303,15.0,4,4.0,24.6,3,"Humphries, Kris",2743,7.0,jrue holiday,201950
missed,21400620,"JAN 19, 2015 - CLE vs. CHI",H,W,14,4,1,114,7.6,0,8.8,27.0,3,"Moore, E'Twaun",202734,3.4,lebron james,2544
missed,21400461,"DEC 29, 2014 - BKN vs. SAC",H,W,8,3,4,431,11.8,2,3.0,7.9,2,"Stauskas, Nik",203917,4.0,alan anderson,101187
missed,21400556,"JAN 10, 2015 - MIN vs. SAS",H,L,-15,6,2,43,20.0,2,3.2,25.7,3,"Joseph, Cory",202709,3.1,mo williams,2590
missed,21400011,"OCT 29, 2014 - DEN vs. DET",H,W,10,2,2,267,4.9,0,0.7,24.9,3,"Singler, Kyle",202713,4.0,danilo gallinai,201568
missed,21400080,"NOV 07, 2014 - UTA vs. DAL",H,L,-23,9,3,432,4.0,0,1.0,22.0,3,"Wright, Brandan",201148,7.7,enes kanter,202683
missed,21400107,"NOV 11, 2014 - CHA @ POR",A,L,-2,6,4,617,11.3,3,3.7,15.3,2,"Blake, Steve",2581,1.3,brian roberts,203148
missed,21400310,"DEC 09, 2014 - DAL @ MEM",A,L,-9,18,4,83,18.3,2,3.0,13.2,2,"Conley, Mike",201144,4.2,chandler parsons,202718
missed,21400087,"NOV 08, 2014 - HOU vs. GSW",H,L,-11,17,3,442,19.1,2,2.3,9.7,2,"Bogut, Andrew",101106,4.3,james harden,201935
made,21400711,"JAN 31, 2015 - CLE @ MIN",A,W,16,22,4,310,2.1,2,3.3,27.9,3,"Wiggins, Andrew",203952,3.9,lebron james,2544
made,21400381,"DEC 18, 2014 - SAC vs. MIL",H,L,-1,7,2,78,8.7,11,10.8,24.3,3,"Antetokounmpo, Giannis",203507,4.1,rudy gay,200752
made,21400853,"FEB 25, 2015 - POR vs. SAS",H,W,16,11,3,344,8.7,2,1.8,19.9,2,"Duncan, Tim",1495,3.9,wesley matthews,202083
missed,21400021,"OCT 31, 2014 - IND vs. MEM",H,L,-8,10,3,254,3.4,0,1.0,8.8,2,"Conley, Mike",201144,2.0,chris copeland,203142
missed,21400908,"MAR 04, 2015 - POR @ LAC",A,W,5,7,5,282,8.7,0,0.8,22.5,3,"Rivers, Austin",203085,2.9,arron afflalo,201167
made,21400498,"JAN 03, 2015 - UTA @ MIN",A,W,12,2,1,350,3.1,3,4.6,9.9,2,"LaVine, Zach",203897,4.1,gordon hayward,202330
missed,21400903,"MAR 04, 2015 - DET @ NOP",A,L,-3,14,4,60,9.2,0,1.0,25.2,3,"Evans, Tyreke",201936,3.3,kentavious caldwell-pope,203484
made,21400452,"DEC 27, 2014 - MIN @ GSW",A,L,-13,5,2,506,11.6,0,0.6,1.8,2,"Iguodala, Andre",2738,2.1,shabazz muhammad,203498
missed,21400368,"DEC 16, 2014 - SAC vs. OKC",H,L,-12,11,3,567,5.0,1,1.6,18.2,2,"Roberson, Andre",203460,3.0,rudy gay,200752
made,21400366,"DEC 16, 2014 - NOP vs. UTA",H,W,8,4,3,554,12.1,12,12.3,7.3,2,"Burke, Trey",203504,2.3,jrue holiday,201950
missed,21400487,"JAN 02, 2015 - NYK vs. DET",H,L,-16,4,4,702,6.6,7,6.0,20.4,2,"Augustin, D.J.",201571,3.7,shane larkin,203499
made,21400397,"DEC 20, 2014 - SAS @ DAL",A,L,-6,10,3,172,24.0,0,0.1,0.4,2,"Aminu, Al-Farouq",202329,0.5,aron baynes,203382
made,21400621,"JAN 19, 2015 - SAC @ POR",A,L,-4,6,1,189,10.3,4,3.4,13.5,2,"Leonard, Meyers",203086,3.0,rudy gay,200752
missed,21400241,"NOV 30, 2014 - SAS @ BOS",A,W,22,2,1,577,14.0,0,0.8,24.8,3,"Sullinger, Jared",203096,8.5,boris diaw,2564
made,21400208,"NOV 25, 2014 - NOP vs. SAC",H,L,-10,3,1,1,0.0,0,0.7,33.6,3,"Williams, Derrick",202682,5.6,ryan anderson,201583
missed,21400203,"NOV 24, 2014 - DAL vs. IND",H,L,-11,2,1,375,11.8,1,2.0,19.4,2,"Stuckey, Rodney",201155,4.6,mnta ellis,101145
made,21400655,"JAN 24, 2015 - BKN @ UTA",A,L,-35,5,1,16,8.9,10,15.1,8.6,2,"Burke, Trey",203504,3.6,jarrett jack,101127
made,21400377,"DEC 17, 2014 - LAC vs. IND",H,W,2,12,3,675,5.9,0,1.0,21.6,2,"West, David",2561,7.4,blake griffin,201933
missed,21400377,"DEC 17, 2014 - LAC vs. IND",H,W,2,24,4,350,10.6,0,0.1,5.3,2,"Scola, Luis",2449,2.0,blake griffin,201933
missed,21400108,"NOV 11, 2014 - SAS @ GSW",A,W,13,8,3,512,5.4,4,4.4,6.2,2,"Bogut, Andrew",101106,2.9,kawhi leonard,202695
made,21400773,"FEB 08, 2015 - SAC vs. PHX",H,W,2,5,4,166,13.6,10,10.4,22.2,2,"Thomas, Isaiah",202738,5.4,ramon sessions,201196
missed,21400646,"JAN 23, 2015 - CHI @ DAL",A,W,4,7,3,237,0.7,0,0.7,24.1,2,"Powell, Dwight",203939,15.5,pau gasol,2200
missed,21400691,"JAN 28, 2015 - WAS @ PHX",A,L,-8,3,1,66,15.0,16,10.5,7.2,2,"Morris, Markieff",202693,2.6,john wall,202322
made,21400788,"FEB 11, 2015 - NYK @ ORL",A,L,-6,10,2,195,5.4,1,1.5,8.4,2,"Vucevic, Nikola",202696,4.1,jason smith,201160
made,21400157,"NOV 18, 2014 - UTA vs. OKC",H,W,17,11,3,472,13.7,3,2.6,9.2,2,"Jackson, Reggie",202704,2.1,trey burke,203504
made,21400355,"DEC 15, 2014 - CHA @ CLE",A,L,-9,1,1,154,4.4,8,8.2,15.4,2,"James, LeBron",2544,4.4,gary neal,202390
made,21400166,"NOV 19, 2014 - MEM @ TOR",A,L,-4,3,1,502,13.7,2,2.6,5.7,2,"Johnson, Amir",101161,1.6,zach randolph,2216
missed,21400842,"FEB 25, 2015 - ORL vs. MIA",H,L,-3,17,5,274,24.0,0,0.5,14.7,2,"Whiteside, Hassan",202355,2.3,nikola vucevic,202696
made,21400281,"DEC 05, 2014 - TOR vs. CLE",H,L,-14,7,1,87,9.2,0,0.6,7.3,2,"Love, Kevin",201567,2.1,amir johnson,101161
missed,21400845,"FEB 25, 2015 - CHA @ CHI",A,W,12,1,1,462,8.7,0,0.4,20.5,2,"Gasol, Pau",2200,10.2,cody zeller,203469
made,21400636,"JAN 21, 2015 - HOU @ GSW",A,L,-13,5,1,202,0.5,7,11.6,5.6,2,"Holiday, Justin",203200,1.9,james harden,201935
made,21400016,"OCT 30, 2014 - WAS @ ORL",A,W,7,7,3,300,16.4,3,2.7,3.7,2,"Vucevic, Nikola",202696,1.6,garrett temple,202066
made,21400284,"DEC 05, 2014 - DAL vs. PHX",H,L,-12,10,3,484,19.4,2,2.0,5.2,2,"Morris, Markieff",202693,1.5,chandler parsons,202718
missed,21400641,"JAN 23, 2015 - TOR @ PHI",A,W,5,1,2,328,19.0,0,1.2,23.7,3,"McDaniels, KJ",203909,9.7,terrence ross,203082
missed,21400709,"JAN 31, 2015 - HOU @ DET",A,L,-13,2,1,630,8.0,0,1.1,25.8,3,"Augustin, D.J.",201571,0.0,patrick beverley,201976
missed,21400373,"DEC 17, 2014 - MIA vs. UTA",H,L,-18,6,4,633,19.4,0,0.9,22.6,3,"Favors, Derrick",202324,4.4,shawne williams,200761
made,21400299,"DEC 07, 2014 - POR @ NYK",A,W,4,7,3,85,15.0,1,6.2,25.6,2,"Hardaway Jr., Tim",203501,5.9,nicolas batum,201587
missed,21400506,"JAN 04, 2015 - MIL @ NYK",A,W,13,1,1,684,2.3,2,5.5,16.6,2,"Aldrich, Cole",202332,5.6,zaza pachulia,2585
missed,21400731,"FEB 04, 2015 - DET @ IND",A,L,-5,9,3,358,15.5,1,1.6,5.4,2,"Hibbert, Roy",201579,1.1,greg monroe,202328
made,21400188,"NOV 22, 2014 - HOU vs. DAL",H,W,3,2,1,518,18.1,2,3.8,3.7,2,"Nowitzki, Dirk",1717,2.6,james harden,201935
missed,21400746,"FEB 06, 2015 - BKN vs. NYK",H,W,4,5,4,706,9.0,4,5.2,8.1,2,"Hardaway Jr., Tim",203501,1.2,joe johnson,2207
made,21400724,"FEB 02, 2015 - DAL vs. MIN",H,W,6,4,1,60,16.4,8,7.0,2.4,2,"Dieng, Gorgui",203476,2.1,devin harris,2734
made,21400442,"DEC 26, 2014 - PHX @ SAC",A,W,9,10,3,365,12.0,3,3.0,9.8,2,"Thompson, Jason",201574,3.1,markieff morris,202693
missed,21400365,"DEC 16, 2014 - MEM vs. GSW",H,W,7,1,1,656,8.5,0,0.8,24.8,3,"Curry, Stephen",201939,6.4,mike conley,201144
missed,21400652,"JAN 24, 2015 - CHA vs. NYK",H,W,5,1,1,683,9.2,2,3.1,8.7,2,"Thomas, Lance",202498,1.7,michael kidd-gilchrist,203077
made,21400747,"FEB 06, 2015 - IND vs. CLE",H,W,4,9,2,9,1.9,1,1.9,11.3,2,"Shumpert, Iman",202697,3.4,david west,2561
made,21400777,"FEB 09, 2015 - NYK @ MIA",A,L,-14,2,1,28,15.0,0,3.4,3.1,2,"Andersen, Chris",2365,0.6,amare stoudemire,2405
missed,21400359,"DEC 15, 2014 - ORL @ TOR",A,L,-13,1,1,229,15.8,2,2.9,24.0,3,"Williams, Lou",101150,5.1,ben gordon,2732
made,21400566,"JAN 12, 2015 - ORL @ CHI",A,W,7,4,1,204,17.4,7,5.7,2.9,2,"Gasol, Pau",2200,1.2,victor oladipo,203506
missed,21400724,"FEB 02, 2015 - MIN @ DAL",A,L,-6,6,2,28,16.9,0,1.0,16.9,2,"Barea, Jose Juan",200826,6.7,gorgui dieng,203476
missed,21400201,"NOV 24, 2014 - PHX @ TOR",A,L,-4,2,1,170,12.1,1,1.2,14.1,2,"Williams, Lou",101150,2.4,gerald green,101123
made,21400549,"JAN 10, 2015 - CHA @ NYK",A,W,28,6,4,407,15.3,4,5.2,21.5,2,"Wear, Travis",204037,5.5,brian roberts,203148
missed,21400696,"JAN 30, 2015 - MIN @ PHI",A,L,-9,8,3,665,1.3,1,1.2,17.8,3,"Covington, Robert",203496,3.8,andrew wiggins,203952
missed,21400257,"DEC 02, 2014 - CHI vs. DAL",H,L,-3,20,6,2,0.0,1,2.6,27.5,3,"Jefferson, Richard",2210,2.2,derrick rose,201565
missed,21400056,"NOV 04, 2014 - LAL vs. PHX",H,L,-6,13,3,75,8.0,1,4.8,3.6,2,"Len, Alex",203458,0.5,carlos boozer,2430
made,21400865,"FEB 27, 2015 - NOP vs. MIA",H,W,2,8,4,626,9.0,1,1.5,2.8,2,"Andersen, Chris",2365,1.1,alexis ajinca,201582
made,21400193,"NOV 23, 2014 - LAC @ MEM",A,L,-16,13,3,355,13.8,0,1.0,20.5,2,"Lee, Courtney",201584,6.8,blake griffin,201933
missed,21400468,"DEC 30, 2014 - SAS @ MEM",A,L,-8,7,4,461,17.2,0,1.7,1.4,2,"Allen, Tony",2754,2.0,manu ginobili,1938
missed,21400701,"JAN 30, 2015 - NOP vs. LAC",H,W,5,3,3,497,22.8,0,2.2,1.7,2,"Redick, JJ",200755,2.4,omer asik,201600
missed,21400348,"DEC 14, 2014 - GSW @ NOP",A,W,6,2,1,33,17.0,3,2.4,13.0,2,"Fredette, Jimmer",202690,2.7,shaun livingston,2733
missed,21400906,"MAR 04, 2015 - SAC @ SAS",A,L,-27,16,3,408,18.8,0,1.8,4.8,2,"Leonard, Kawhi",202695,2.0,rudy gay,200752
missed,21400060,"NOV 05, 2014 - BKN vs. MIN",H,L,-7,4,3,374,13.6,1,1.9,25.0,3,"Young, Thaddeus",201152,4.7,mirza teletovic,203141
missed,21400246,"NOV 30, 2014 - PHX vs. ORL",H,L,-3,11,4,528,11.9,0,0.9,23.2,3,"Frye, Channing",101112,6.7,markieff morris,202693
missed,21400538,"JAN 09, 2015 - IND vs. BOS",H,W,4,5,3,559,10.9,0,1.2,22.5,3,"Sullinger, Jared",203096,9.3,david west,2561
missed,21400730,"FEB 03, 2015 - SAC vs. GSW",H,L,-25,2,1,450,8.3,0,0.9,24.6,3,"Barnes, Harrison",203084,6.1,rudy gay,200752
made,21400309,"DEC 09, 2014 - POR @ DET",A,W,12,7,1,1,0.0,1,2.3,22.0,3,"Smith, Josh",2746,6.4,lamarcus aldridge,200746
missed,21400041,"NOV 02, 2014 - CHA @ NYK",A,L,-3,9,4,427,5.3,3,2.5,16.3,2,"Shumpert, Iman",202697,2.9,lance stephenson,202362
made,21400141,"NOV 15, 2014 - LAC vs. PHX",H,W,13,1,1,356,16.0,0,0.8,4.2,2,"Len, Alex",203458,2.3,deandre jordan,201599
missed,21400194,"NOV 23, 2014 - BOS vs. POR",H,L,-6,12,3,219,7.1,1,1.2,24.5,3,"Kaman, Chris",2549,10.1,avery bradley,202340
missed,21400493,"JAN 02, 2015 - TOR @ GSW",A,L,-21,2,2,402,6.1,2,3.1,9.3,2,"Holiday, Justin",203200,1.8,lou williams,101150
made,21400106,"NOV 11, 2014 - SAC @ DAL",A,L,-8,4,1,203,5.3,0,0.8,25.4,3,"Aminu, Al-Farouq",202329,4.8,ben mclemore,203463
missed,21400541,"JAN 09, 2015 - MEM @ NOP",A,L,-11,3,1,68,17.2,7,6.7,8.2,2,"Evans, Tyreke",201936,2.4,courtney lee,201584
made,21400395,"DEC 20, 2014 - UTA @ CHA",A,L,-18,1,1,705,9.6,0,1.8,15.2,2,"Jefferson, Al",2744,4.1,derrick favors,202324
missed,21400249,"DEC 01, 2014 - SAS @ PHI",A,W,6,6,3,455,11.1,0,1.0,22.5,3,"Shved, Alexey",203144,6.2,marco belinelli,201158
missed,21400729,"FEB 03, 2015 - UTA @ POR",A,L,-1,18,4,62,17.0,0,0.8,18.4,2,"Matthews, Wesley",202083,6.5,derrick favors,202324
missed,21400349,"DEC 14, 2014 - CHI @ MIA",A,W,18,5,2,235,20.0,1,1.9,3.5,2,"Hamilton, Justin",203120,3.6,derrick rose,201565
missed,21400395,"DEC 20, 2014 - UTA @ CHA",A,L,-18,3,3,471,11.8,0,0.8,25.1,3,"Walker, Kemba",202689,5.6,dante exum,203957
made,21400628,"JAN 21, 2015 - ATL vs. IND",H,W,19,2,1,138,4.9,0,1.1,23.1,3,"Hibbert, Roy",201579,23.4,thabo sefolosha,200757
missed,21400079,"NOV 07, 2014 - PHX vs. SAC",H,L,-2,14,4,317,11.5,6,6.3,5.6,2,"Cousins, DeMarcus",202326,4.0,goran dragic,201609
missed,21400332,"DEC 12, 2014 - PHI @ BKN",A,L,-18,9,4,540,15.5,0,0.8,25.1,3,"Anderson, Alan",101187,3.3,robert covington,203496
missed,21400071,"NOV 07, 2014 - CHA vs. ATL",H,W,3,7,5,128,11.5,0,0.7,20.4,2,"Teague, Jeff",201952,6.4,cody zeller,203469
made,21400164,"NOV 19, 2014 - BKN vs. MIL",H,L,-4,17,6,118,10.6,2,3.8,7.1,2,"Pachulia, Zaza",2585,3.1,brook lopez,201572
missed,21400614,"JAN 19, 2015 - BOS @ LAC",A,L,-9,1,1,461,18.3,6,6.2,16.6,2,"Paul, Chris",101108,2.6,evan turner,202323
made,21400789,"FEB 11, 2015 - ATL @ BOS",A,L,-1,4,2,386,12.5,0,0.8,24.9,3,"Prince, Tayshaun",2419,8.9,kent bazemore,203145
made,21400755,"FEB 06, 2015 - NOP @ OKC",A,W,3,7,2,8,0.0,3,2.4,25.2,3,"Perkins, Kendrick",2570,8.3,tyreke evans,201936
missed,21400006,"OCT 29, 2014 - BOS vs. BKN",H,W,16,7,4,651,11.4,2,2.3,10.3,2,"Anderson, Alan",101187,1.6,evan turner,202323
missed,21400501,"JAN 03, 2015 - POR vs. ATL",H,L,-8,15,4,7,0.0,0,0.5,27.1,3,"Millsap, Paul",200794,9.8,wesley matthews,202083
made,21400801,"FEB 19, 2015 - DAL @ OKC",A,L,-15,5,3,7,0.0,0,1.2,1.7,2,"McGary, Mitch",203956,7.1,charlie villanueva,101111
missed,21400013,"OCT 29, 2014 - LAL @ PHX",A,L,-20,10,2,358,9.1,4,2.6,18.2,2,"Morris, Marcus",202694,3.2,kobe bryant,977
missed,21400374,"DEC 17, 2014 - TOR vs. BKN",H,W,16,4,3,199,12.2,1,1.2,18.4,2,"Williams, Deron",101114,3.3,greivis vasquez,202349
made,21400220,"NOV 26, 2014 - IND @ SAS",A,L,-6,5,1,5,3.0,1,4.7,3.0,2,"Baynes, Aron",203382,2.1,solomon hill,203524
made,21400299,"DEC 07, 2014 - POR @ NYK",A,W,4,4,2,587,24.0,0,2.4,27.6,2,"Stoudemire, Amar'e",2405,5.2,chris kaman,2549
